#User	Dir	Cellname	Size	Nets	Transistors	Runtime	Memory	RequestedMemory
ssliu	/import/siete-cpu-int1/INT/sha_cdms/chips/siete/cpu/st_rpt_l/st_rptr_hm6_72x_4/sigem_try4sn3/sigem/sigem	st_rptr_hm6_72x_4	0.093	8	0	1	379.871	NA
ssliu	/import/siete-cpu-int1/INT/sha_cdms/chips/siete/cpu/st_rpt_l/st_rptr_hm6_72x_4/sigem/sigem/sigem	st_rptr_hm6_72x_4	0.093	8	0	0	350.242	NA
sgangund	/import/pcad-eda-emir-disk13/CLARINET_TUBA_QUALIFICATION/SIGEM/SIETE/LibraryCells/cl_u1ulvt20_oai21_24x/sigem	cl_u1ulvt20_oai21_24x	0.246	12	41	0	347.148	NA
sgangund	/import/pcad-eda-emir-disk13/CLARINET_TUBA_QUALIFICATION/SIGEM/SIETE/LibraryCells/cl_u1ulvt20_oai21_24x/sigem	cl_u1ulvt20_oai21_24x	0.246	12	41	0	347.152	NA
sgangund	/import/siete-sca-sigem5/Sandeep/spc/batchRun/sigem	spc_ckts_over_60E10_batch0	520.303	1	92799	159	1559.102	NA
tayu	/import/siete-sca-spcsram_nobkup2/tayu/stcdmspp/customs/srams/cust/st_r_sp_ifu_bft_l/st_r_sp_ifu_bft/sigem/sigem	st_r_sp_ifu_bft	1278.244	53839	175967	327	2280.039	1927.0
tayu	/import/siete-sca-spcsram_nobkup2/tayu/stcdmspp/customs/srams/cust/st_r_sp_ifu_bft_l/st_r_sp_ifu_bft/sigem/sigem	st_r_sp_ifu_bft	1278.244	53839	175967	595	2280.023	1927.0
tayu	/import/siete-sca-spcsram_nobkup2/tayu/stcdmspp/customs/srams/cust/st_r_sp_ifu_bft_l/st_r_sp_ifu_bft/sigem/sigem	st_r_sp_ifu_bft	1278.244	53839	175967	330	2280.023	1927.0
tayu	/import/siete-sca-spcsram_nobkup2/tayu/stcdmspp/customs/srams/cust/st_r_sp_ifu_bft_l/st_r_sp_ifu_bft/sigem/sigem	st_r_sp_ifu_bft	1278.244	53839	175967	585	2280.020	1927.0
shuowan	/import/siete-sca-spcsram_nobkup2/shuowan/stcdmspp/customs/srams/cust/st_r_sp_ifu_bft_l/st_r_sp_ifu_bft/sigem/sigem	st_r_sp_ifu_bft	1891.138	53738	175619	250	3056.230	1936.0
shuowan	/import/siete-sca-spcsram_nobkup2/shuowan/stcdmspp/customs/srams/cust/st_r_sp_ifu_bft_l/st_r_sp_ifu_bft/sigem/sigem	st_r_sp_ifu_bft	1286.540	53901	176235	404	2289.414	1936.0
shuowan	/import/siete-sca-spcsram_nobkup2/shuowan/stcdmspp/customs/srams/cust/st_r_sp_ifu_bft_l/st_r_sp_ifu_bft/sigem/sigem	st_r_sp_ifu_bft	1898.345	53901	176235	477	3065.816	1936.0
shuowan	/import/siete-sca-spcsram_nobkup2/shuowan/stcdmspp/customs/srams/cust/st_r_sp_ifu_bft_l/st_r_sp_ifu_bft/sigem/sigem	st_r_sp_ifu_bft	1286.445	53901	176235	346	2289.371	1936.0
shuowan	/import/siete-sca-spcsram_nobkup2/shuowan/stcdmspp/customs/srams/cust/st_r_sp_ifu_bft_l/st_r_sp_ifu_bft/sigem/sigem	st_r_sp_ifu_bft	1896.853	53901	176235	358	3065.270	1936.0
shuowan	/import/siete-sca-spcsram_nobkup2/shuowan/stcdmspp/customs/srams/cust/st_r_sp_ifu_bft_l/st_r_sp_ifu_bft/sigem/sigem	st_r_sp_ifu_bft	1896.853	53901	176235	483	3065.266	1936.0
shuowan	/import/siete-sca-spcsram_nobkup2/shuowan/stcdmspp/customs/srams/cust/st_r_sp_ifu_bft_l/st_r_sp_ifu_bft/sigem/sigem	st_r_sp_ifu_bft	1286.445	53901	176235	171	2289.379	1936.0
shuowan	/import/siete-sca-spcsram_nobkup2/shuowan/stcdmspp/customs/srams/cust/st_r_sp_ifu_bft_l/st_r_sp_ifu_bft/sigem/sigem	st_r_sp_ifu_bft	1286.539	53901	176235	171	2289.516	1936.0
shuowan	/import/siete-sca-spcsram_nobkup2/shuowan/stcdmspp/customs/srams/cust/st_r_sp_ifu_bft_l/st_r_sp_ifu_bft/sigem/sigem	st_r_sp_ifu_bft	1286.543	53901	176235	326	2289.402	1936.0
shuowan	/import/siete-sca-spcsram_nobkup2/shuowan/stcdmspp/customs/srams/cust/st_r_sp_ifu_bft_l/st_r_sp_ifu_bft/sigem/sigem	st_r_sp_ifu_bft	1278.411	53738	175469	275	2278.555	1936.0
shuowan	/import/siete-sca-spcsram_nobkup2/shuowan/stcdmspp/customs/srams/cust/st_r_sp_ifu_bft_l/st_r_sp_ifu_bft/sigem/sigem	st_r_sp_ifu_bft	1898.345	53901	176235	340	3065.820	1936.0
shuowan	/import/siete-sca-spcsram_nobkup2/shuowan/stcdmspp/customs/srams/cust/st_r_sp_ifu_bft_l/st_r_sp_ifu_bft/sigem/sigem	st_r_sp_ifu_bft	1286.543	53901	176235	324	2289.406	1936.0
shuowan	/import/siete-sca-spcsram_nobkup2/shuowan/stcdmspp/customs/srams/cust/st_r_sp_ifu_bft_l/st_r_sp_ifu_bft/sigem/sigem	st_r_sp_ifu_bft	1279.061	53738	175609	329	2279.535	1936.0
shuowan	/import/siete-sca-spcsram_nobkup2/shuowan/stcdmspp/customs/srams/cust/st_r_sp_ifu_bft_l/st_r_sp_ifu_bft/sigem/sigem	st_r_sp_ifu_bft	1286.540	53901	176235	338	2289.418	1936.0
shuowan	/import/siete-sca-spcsram_nobkup2/shuowan/stcdmspp/customs/srams/cust/st_r_sp_ifu_bft_l/st_r_sp_ifu_bft/sigem/sigem	st_r_sp_ifu_bft	1286.445	53901	176235	323	2289.375	1936.0
shuowan	/import/siete-sca-spcsram_nobkup2/shuowan/stcdmspp/customs/srams/cust/st_r_sp_ifu_bft_l/st_r_sp_ifu_bft/sigem/sigem	st_r_sp_ifu_bft	1286.540	53901	176235	174	2289.418	1936.0
shuowan	/import/siete-sca-spcsram_nobkup2/shuowan/stcdmspp/customs/srams/cust/st_r_sp_ifu_bft_l/st_r_sp_ifu_bft/sigem/sigem	st_r_sp_ifu_bft	1286.540	53901	176235	240	2289.254	1936.0
jishan	/import/siete-sca-socsram3/jishan/stcdmspp/customs/srams/cust/st_r_dp_l3b_ila_l/st_r_dp_l3b_ila/sigem/sigem	st_r_dp_l3b_ila	143.082	7019	22218	61	613.559	NA
jishan	/import/siete-sca-socsram3/jishan/stcdmspp/customs/srams/cust/st_r_dp_l3b_ila_l/st_r_dp_l3b_ila/sigem/sigem	st_r_dp_l3b_ila	143.071	7015	22219	23	613.504	NA
jishan	/import/siete-sca-socsram3/jishan/stcdmspp/customs/srams/cust/st_r_dp_l3b_ila_l/st_r_dp_l3b_ila/sigem/sigem	st_r_dp_l3b_ila	143.071	7015	22219	22	613.504	NA
jishan	/import/siete-sca-socsram3/jishan/stcdmspp/customs/srams/cust/st_r_dp_l3b_ila_l/st_r_dp_l3b_ila/sigem/sigem	st_r_dp_l3b_ila	143.044	7019	22218	22	613.578	NA
jishan	/import/siete-sca-socsram3/jishan/stcdmspp/customs/srams/cust/st_r_dp_l3b_ila_l/st_r_dp_l3b_ila/sigem/sigem	st_r_dp_l3b_ila	143.077	7019	22234	54	613.582	NA
jishan	/import/siete-sca-socsram3/jishan/stcdmspp/customs/srams/cust/st_r_dp_l3b_ila_l/st_r_dp_l3b_ila/sigem/sigem	st_r_dp_l3b_ila	232.688	7019	22218	36	746.602	NA
jishan	/import/siete-sca-socsram3/jishan/stcdmspp/customs/srams/cust/st_r_dp_l3b_ila_l/st_r_dp_l3b_ila/sigem/sigem	st_r_dp_l3b_ila	143.044	7019	22218	23	613.578	NA
sgangund	/import/pcad-eda-emir-disk13/CLARINET_TUBA_QUALIFICATION/SIGEM/TAHOE/LibraryCells/cl_u1ulvt20_mux7_12x/sigem	cl_u1ulvt20_mux7_12x	0.304	32	69	0	347.699	NA
sghanem	/import/siete-aus-sram-nobkup7/samer/stcdmspp_int60/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	13539.518	474732	1331946	3173	22681.445	15349.0
sghanem	/import/siete-aus-sram-nobkup7/samer/stcdmspp_int60/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	13539.518	474732	1331946	3989	22681.426	15349.0
sghanem	/import/siete-aus-sram-nobkup7/samer/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	8400.745	482941	1345053	1518	15171.395	15349.0
sghanem	/import/siete-aus-sram-nobkup7/samer/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	8401.299	482965	1345125	1668	15171.930	15349.0
sghanem	/import/siete-aus-sram-nobkup7/samer/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	8401.299	482965	1345125	2666	15171.922	15349.0
sghanem	/import/siete-aus-sram-nobkup7/samer/stcdmspp_int60/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	13539.518	474732	1331946	3932	22681.434	15349.0
sghanem	/import/siete-aus-sram-nobkup7/samer/stcdmspp_int60/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	13539.518	474732	1331946	2492	22681.426	15349.0
sghanem	/import/siete-aus-sram-nobkup10/samer/stcdmspp_mockto/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9239.222	486627	1354813	2480	15668.605	15349.0
jiallian	/import/siete-sca-spcsram_nobkup10/jiallian/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9145.346	484773	1350238	3032	15531.293	15211.0
jiallian	/import/siete-sca-spcsram_nobkup10/jiallian/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9018.672	483836	1345338	2113	15354.227	15211.0
jiallian	/import/siete-sca-spcsram_nobkup10/jiallian/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9018.672	483836	1345338	3070	15354.223	15211.0
jiallian	/import/siete-sca-spcsram_nobkup10/jiallian/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9025.578	484220	1346200	2599	15370.898	15211.0
jiallian	/import/siete-sca-spcsram_nobkup10/jiallian/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9020.318	484244	1348424	3589	15366.789	15211.0
jiallian	/import/siete-sca-spcsram_nobkup10/jiallian/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9133.116	484501	1349194	2798	15512.488	15211.0
jiallian	/import/siete-sca-spcsram_nobkup10/jiallian/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9133.116	484501	1349194	2749	15512.484	15211.0
jiallian	/import/siete-sca-spcsram_nobkup10/jiallian/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9018.672	483836	1345338	3025	15354.219	15211.0
jiallian	/import/siete-sca-spcsram_nobkup10/jiallian/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9138.493	484677	1349750	2847	15520.410	15211.0
jiallian	/import/siete-sca-spcsram_nobkup10/jiallian/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9145.346	484773	1350238	2888	15531.309	15211.0
jiallian	/import/siete-sca-spcsram_nobkup10/jiallian/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9018.672	483836	1345338	2325	15354.238	15211.0
jiallian	/import/siete-sca-spcsram_nobkup10/jiallian/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9142.701	484749	1349862	3716	15525.527	15211.0
jiallian	/import/siete-sca-spcsram_nobkup10/jiallian/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9133.097	484501	1349206	3183	15513.188	15211.0
jiallian	/import/siete-sca-spcsram_nobkup10/jiallian/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9138.493	484677	1349750	2850	15520.418	15211.0
jiallian	/import/siete-sca-spcsram_nobkup10/jiallian/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9006.131	483551	1345383	3335	15341.680	15211.0
jiallian	/import/siete-sca-spcsram_nobkup10/jiallian/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9018.672	483836	1345338	2445	15354.234	15211.0
yucche	/import/siete-sca-spcsram_nobkup10/yucche_rsu/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9211.278	485590	1352213	2449	15624.965	15307.0
plabrecq	/import/siete-aus-sram4/plabrecq/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9220.928	485591	1352109	2803	15639.418	NA
plabrecq	/import/siete-aus-sram4/plabrecq/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9220.928	485591	1352109	2855	15639.414	NA
plabrecq	/import/siete-aus-sram4/plabrecq/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9239.222	486627	1354813	2059	15668.570	NA
plabrecq	/import/siete-aus-sram4/plabrecq/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9219.763	485590	1352105	2371	15637.316	NA
plabrecq	/import/siete-aus-sram4/plabrecq/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9220.928	485591	1352109	2721	15639.414	NA
plabrecq	/import/siete-aus-sram4/plabrecq/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9239.222	486627	1354813	2352	15668.609	NA
plabrecq	/import/siete-aus-sram4/plabrecq/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9239.222	486627	1354813	1942	15668.562	NA
plabrecq	/import/siete-aus-sram4/plabrecq/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9219.763	485590	1352105	1875	15637.309	NA
juchang	/import/siete-sca-spcsram-nobkup12/juchang/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9211.148	485590	1352213	2780	15624.828	15346.0
juchang	/import/siete-sca-spcsram-nobkup12/juchang/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9236.780	486631	1354189	2900	15666.008	15346.0
juchang	/import/siete-sca-spcsram-nobkup12/juchang/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9236.780	486631	1354189	3001	15666.016	15346.0
juchang	/import/siete-sca-spcsram-nobkup12/juchang/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9236.780	486631	1354189	2356	15666.016	15346.0
juchang	/import/siete-sca-spcsram-nobkup12/juchang/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9211.148	485590	1352213	2649	15624.836	15346.0
juchang	/import/siete-sca-spcsram-nobkup12/juchang/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9159.823	484988	1351545	3351	15553.148	15346.0
juchang	/import/siete-sca-spcsram-nobkup12/juchang/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9211.148	485590	1352213	2653	15624.824	15346.0
juchang	/import/siete-sca-spcsram-nobkup12/juchang/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9159.823	484988	1351545	2719	15553.145	15346.0
juchang	/import/siete-sca-spcsram-nobkup12/juchang/stcdmspp/customs/srams/cust/st_r_cx_rsu_exsdata_l/st_r_cx_rsu_exsdata/sigem/sigem	st_r_cx_rsu_exsdata	9211.148	485590	1352213	2830	15624.844	15346.0
shshih	/import/sn2-sca-serdes-dump3/shshih/sn2cdmspp/customs/serdes/cds/sn2_sds_pll_l/sn2_sds_pll_ref_buffer_v2/sigem/sigem	sn2_sds_pll_ref_buffer_v2	1.065	28	320	0	351.992	NA
sgangund	/import/pcad-eda-emir-disk13/CLARINET_TUBA_QUALIFICATION/SIGEM/SIETE/LibraryCells/cl_u1ulvt20_and3_24x/sigem	cl_u1ulvt20_and3_24x	0.120	11	26	0	346.863	NA
sgangund	/import/pcad-eda-emir-disk13/CLARINET_TUBA_QUALIFICATION/SIGEM/SIETE/LibraryCells/cl_u1ulvt20_and3_24x/sigem	cl_u1ulvt20_and3_24x	0.120	11	26	0	346.863	NA
bfa	/import/siete-sca-socsram-nobkup4/bfa/stcdmspp/customs/srams/comp/st_r_la_16x160_lvt_dobpf_l/st_r_la_16x160_lvt_dobpf/sigem/sigem	st_r_la_16x160_lvt_dobpf	1145.371	39743	114542	323	2312.891	1330.0
bfa	/import/siete-sca-socsram-nobkup4/bfa/stcdmspp/customs/srams/comp/st_r_la_16x160_lvt_dobpf_l/st_r_la_16x160_lvt_dobpf/sigem/sigem	st_r_la_16x160_lvt_dobpf	708.303	39745	114570	229	1633.863	1330.0
bfa	/import/siete-sca-socsram-nobkup4/bfa/stcdmspp/customs/srams/comp/st_r_la_16x160_lvt_dobpf_l/st_r_la_16x160_lvt_dobpf/sigem/sigem	st_r_la_16x160_lvt_dobpf	1146.734	39745	114570	185	2315.582	1330.0
bfa	/import/siete-sca-socsram-nobkup4/bfa/stcdmspp/customs/srams/comp/st_r_la_16x160_lvt_dobpf_l/st_r_la_16x160_lvt_dobpf/sigem/sigem	st_r_la_16x160_lvt_dobpf	708.303	39745	114570	224	1633.855	1330.0
amfu	/import/siete-cpu-int2/INT/amfu_cdms/customs/misc/st_fs_l/st_flop_emb_hm12_87x_48_ch/sigem/sigem/sigem	st_flop_emb_hm12_87x_48_ch	1.429	206	0	7	499.148	NA
amfu	/import/siete-cpu-timing1/amfu/cdmspp/customs/misc/st_fs_l/st_flop_emb_hm12_87x_48_ch/sigem/sigem/sigem_1	st_flop_emb_hm12_87x_48_ch	1.429	206	0	4	499.152	NA
amfu	/import/siete-cpu-int2/INT/amfu_cdms/customs/misc/st_fs_l/st_flop_emb_hm12_87x_48_ch/sigem/sigem/sigem_1	st_flop_emb_hm12_87x_48_ch	1.429	206	0	9	499.145	NA
amfu	/import/siete-cpu-timing1/amfu/cdmspp/customs/misc/st_fs_l/st_flop_emb_hm12_87x_48_ch/sigem/sigem/sigem	st_flop_emb_hm12_87x_48_ch	1.429	206	0	4	499.105	NA
ssliu	/import/siete-cpu-int1/INT/sha_cdms/customs/misc/st_fs_l/st_flop_emb_hm12_87x_48_ch/sigem_ttlh/sigem/sigem	st_flop_emb_hm12_87x_48_ch	1.429	206	0	44	1482.047	NA
ssliu	/import/siete-cpu-int1/INT/sha_cdms/customs/misc/st_fs_l/st_flop_emb_hm12_87x_48_ch/sigem_ttlh/sigem/sigem_1	st_flop_emb_hm12_87x_48_ch	1.429	206	0	48	1482.094	NA
ssliu	/import/siete-cpu-int1/INT/sha_cdms/customs/misc/st_fs_l/st_flop_emb_hm12_87x_48_ch/sigem_ttlh/sigem/sigem_1	st_flop_emb_hm12_87x_48_ch	1.429	206	0	42	1482.090	NA
ssliu	/import/siete-cpu-int1/INT/sha_cdms/customs/misc/st_fs_l/st_flop_emb_hm12_87x_48_ch/sigem_noload/sigem/sigem	st_flop_emb_hm12_87x_48_ch	1.429	206	0	4	404.582	NA
ssliu	/import/siete-cpu-int1/INT/sha_cdms/customs/misc/st_fs_l/st_flop_emb_hm12_87x_48_ch/sigem/sigem/sigem_1	st_flop_emb_hm12_87x_48_ch	1.431	206	0	7	404.945	NA
ssliu	/import/siete-cpu-int1/INT/sha_cdms/customs/misc/st_fs_l/st_flop_emb_hm12_87x_48_ch/sigem/sigem/sigem	st_flop_emb_hm12_87x_48_ch	1.431	206	0	6	404.941	NA
ssliu	/import/siete-cpu-int1/INT/sha_cdms/customs/misc/st_fs_l/st_flop_emb_hm12_87x_48_ch/sigem/sigem/sigem_1	st_flop_emb_hm12_87x_48_ch	1.429	206	0	44	1482.086	NA
ssliu	/import/siete-cpu-int1/INT/sha_cdms/customs/misc/st_fs_l/st_flop_emb_hm12_87x_48_ch/sigem/sigem/sigem	st_flop_emb_hm12_87x_48_ch	1.429	206	0	219	1482.000	NA
ssliu	/import/siete-cpu-int1/INT/sha_cdms/customs/misc/st_fs_l/st_flop_emb_hm12_87x_48_ch/sigem_noload/sigem/sigem_1	st_flop_emb_hm12_87x_48_ch	1.429	206	0	4	404.586	NA
ssliu	/import/siete-cpu-int1/INT/sha_cdms/customs/misc/st_fs_l/st_flop_emb_hm12_87x_48_ch/sigem_ttlh/sigem/sigem	st_flop_emb_hm12_87x_48_ch	1.429	206	0	43	1482.047	NA
ssliu	/import/siete-cpu-int1/INT/sha_cdms/customs/misc/st_fs_l/st_flop_emb_hm12_87x_48_ch/sigem/sigem/sigem_1	st_flop_emb_hm12_87x_48_ch	1.429	206	0	78	1482.086	NA
ssliu	/import/siete-cpu-int1/INT/sha_cdms/customs/misc/st_fs_l/st_flop_emb_hm12_87x_48_ch/sigem/sigem/sigem	st_flop_emb_hm12_87x_48_ch	1.488	206	0	7	404.809	NA
bfa	/import/siete-sca-socsram-nobkup4/bfa/stcdmspp/customs/srams/comp/st_r_la_8x80_2bpf_l/st_r_la_8x80_2bpf/sigem/sigem	st_r_la_8x80_2bpf	241.461	14419	40834	42	833.863	245.0
bfa	/import/siete-sca-socsram-nobkup4/bfa/stcdmspp/customs/srams/comp/st_r_la_8x80_2bpf_l/st_r_la_8x80_2bpf/sigem/sigem	st_r_la_8x80_2bpf	392.126	14419	40834	703	1075.035	245.0
bfa	/import/siete-sca-socsram-nobkup4/bfa/stcdmspp/customs/srams/comp/st_r_la_8x80_2bpf_l/st_r_la_8x80_2bpf/sigem/sigem	st_r_la_8x80_2bpf	241.461	14419	40834	76	833.859	245.0
bfa	/import/siete-sca-socsram-nobkup4/bfa/stcdmspp/customs/srams/comp/st_r_la_8x80_2bpf_l/st_r_la_8x80_2bpf/sigem/sigem	st_r_la_8x80_2bpf	391.478	14417	40818	64	1073.902	245.0
ssliu	/import/siete-cpu-int1/INT/sha_cdms/chips/siete/cpu/st_rpt_l/st_rptr_vm57_46x_96/sigem/sigem/sigem	st_rptr_vm57_46x_96	1.764	192	0	6	387.785	NA
sgangund	/import/pcad-eda-emir-disk13/CLARINET_TUBA_QUALIFICATION/SIGEM/TAHOE/LibraryCells/cl_u1ulvt20_xnor2aoi_12x/sigem	cl_u1ulvt20_xnor2aoi_12x	0.131	8	30	1	347.047	NA
gsaraswa	/import/pcad-eda-emir-disk5/Govind/sigem_runs/cl_u1ulvt20_xnor2aoi_12x/sigem_env_latest	cl_u1ulvt20_xnor2aoi_12x	0.092	9	30	0	346.855	NA
ssliu	/import/siete-cpu-int1/INT/sha_cdms/customs/misc/st_fs_l/st_flop_emb_vm11_87x_32_shld_min25/sigem/sigem/sigem	st_flop_emb_vm11_87x_32_shld_min25	1.180	193	0	7	398.379	NA
ssliu	/import/siete-cpu-int1/INT/sha_cdms/customs/misc/st_fs_l/st_flop_emb_vm11_87x_32_shld_min25/sigem/sigem/sigem	st_flop_emb_vm11_87x_32_shld_min25	1.130	177	0	6	396.832	NA
ssliu	/import/siete-cpu-int1/INT/sha_cdms/customs/misc/st_fs_l/st_flop_emb_vm11_87x_32_shld_min25/sigem_ttlh/sigem/sigem	st_flop_emb_vm11_87x_32_shld_min25	1.130	177	0	98	1475.047	NA
ssliu	/import/siete-cpu-int1/INT/sha_cdms/customs/misc/st_fs_l/st_flop_emb_vm11_87x_32_shld_min25/sigem/sigem/sigem_1	st_flop_emb_vm11_87x_32_shld_min25	1.130	177	0	103	1475.051	NA
ssliu	/import/siete-cpu-int1/INT/sha_cdms/customs/misc/st_fs_l/st_flop_emb_vm11_87x_32_shld_min25/sigem/sigem/sigem_1	st_flop_emb_vm11_87x_32_shld_min25	1.130	177	0	83	1475.051	NA
ssliu	/import/siete-cpu-int1/INT/sha_cdms/customs/misc/st_fs_l/st_flop_emb_vm11_87x_32_shld_min25/sigem_ttlh/sigem/sigem	st_flop_emb_vm11_87x_32_shld_min25	1.130	177	0	148	1475.043	NA
ssliu	/import/siete-cpu-int1/INT/sha_cdms/customs/misc/st_fs_l/st_flop_emb_vm11_87x_32_shld_min25/sigem/sigem/sigem	st_flop_emb_vm11_87x_32_shld_min25	1.132	177	0	6	397.801	NA
ssliu	/import/siete-cpu-int1/INT/sha_cdms/customs/misc/st_fs_l/st_flop_emb_vm11_87x_32_shld_min25/sigem/sigem/sigem_1	st_flop_emb_vm11_87x_32_shld_min25	1.132	177	0	6	397.746	NA
ssliu	/import/siete-cpu-int1/INT/sha_cdms/customs/misc/st_fs_l/st_flop_emb_vm11_87x_32_shld_min25/sigem/sigem/sigem	st_flop_emb_vm11_87x_32_shld_min25	1.132	177	0	6	397.805	NA
ssliu	/import/siete-cpu-int1/INT/sha_cdms/customs/misc/st_fs_l/st_flop_emb_vm11_87x_32_shld_min25/sigem_ttlh/sigem/sigem_1	st_flop_emb_vm11_87x_32_shld_min25	1.130	177	0	104	1475.055	NA
